tract,tree,grassShrub,bare,water,buildings,roads,otherPaved,totalPixels,percentImp
264,1067958.376,2616490.623,68326.33268,0,1773741.199,1193801.204,1857440.456,8577758.191,0.562499286
265,636874.606,1309981.964,0,0,1495347.886,1039040.161,1392526.453,5873771.07,0.668550826
266,1349923.975,3394274.043,0,0,2026081.723,1172490.467,1860010.942,9802781.15,0.516035506
267,628916.1979,850859.8025,0,0,2249109.111,1274993.963,1926667.609,6930546.683,0.786484953
268,1860837.777,1595701.812,0,0,1845483.848,1332573.445,1727984.351,8362581.233,0.586665948
299,524942.9957,1768058.335,22037.59182,0,1517687.417,1002581.454,1531475.659,6366783.452,0.636387991
300,1014396.09,2199738.986,0,0,3029538.002,1421390.679,2138952.145,9804015.903,0.672161377
301,1827143.516,1678766.196,9844.030898,0,2036393.66,861589.6562,1391140.73,7804877.79,0.549544037
302,1445362.884,1739657.016,28634.27229,0,2406652.597,1620734.804,2462829.36,9703870.935,0.668827606
306,1727654.417,2783577.201,0,0,2472686.389,1436059.745,2289065.118,10709042.87,0.578745582
307,1259543.054,1574104.132,5886.822459,0,1468548.246,955276.916,1807742.397,7071101.568,0.598431167
308,1346300.699,2683953.129,44469.10484,0,1595840.784,1217518.46,1676849.58,8564931.757,0.524255061
309,670018.9761,2225713.79,0,0,1193090.346,1025066.956,1827584.428,6941474.497,0.582836072
310,1470763.803,3252977.307,0,0,2371578.613,1693359.277,2657275.465,11445954.47,0.587300375
312,381979.5926,941656.6404,0,0,1037295.51,1008101.349,1257585.445,4626618.537,0.713908501
313,543028.378,1510127.929,44257.14724,0,1708817.185,1509614.032,2338743.181,7654587.853,0.725992634
316,503911.2026,1290632.835,0,0,1799060.134,1469347.086,2620562.809,7683514.067,0.766442279
317,658019.3764,3222400.423,0,0,1562741.405,1481879.58,2561352.653,9486393.437,0.590948886
363.03,7168238.137,11077431.18,354543.0807,40716.85541,3256195.663,1919907.961,3295885.724,27112918.6,0.312470578
347.01,2022908.358,3774125.062,0,0,2213189.296,1743115.325,2411774.573,12165112.61,0.523470632
348.02,4072351.408,3649153.06,0,28805.23809,2006989.542,1470796.797,2120032.93,13348128.97,0.41937108
349,2727012.516,5809475.931,65228.95225,705.8588071,2783613.194,2648814.158,6888778.038,20923628.65,0.588865612
351,2206187.696,3151203.665,0,4981886.473,1710325.884,998309.3082,2677479.424,15725392.45,0.342510664
352,4945516.748,7610307.71,49629.0727,75403.91695,2281481.635,2342948.34,2738411.236,20043698.66,0.367339448
353.01,4069578.962,5105114.824,60552.88761,41869.62482,1984757.989,1369450.069,2566267.669,15197592.03,0.389566697
263.01,419017.184,971564.6579,0,0,1050600.848,775749.8268,1159940.977,4376873.494,0.682288774
8.04,59780.0422,29941.0109,5514.896855,0,956911.589,228165.3601,285390.9133,1565703.812,0.939173713
12.02,373785.2317,214179.1577,0,0,1615868.778,419119.1636,698586.2618,3321538.593,0.822984327
12.01,733179.3421,411672.6531,8367.326284,214072.1791,1334672.026,460683.8494,590675.8471,3753323.223,0.635711763
8.03,320245.9412,131898.6163,0,0,701777.6234,192958.4025,298121.3668,1645001.95,0.725140412
9809,12894432.73,49427493.02,2987260.458,37598162.24,12012916.06,15297989.94,91094025.46,221312279.9,0.535012931
27.02,301274.736,264058.1804,14241.15134,0,1564087.136,686463.6867,1127224.521,3957349.411,0.853544884
30.02,184036.1872,288526.2861,0,0,979939.9826,380377.913,609919.9977,2442800.367,0.806548877
30.01,72523.49313,38364.32598,0,0,1195889.786,399526.0828,732414.4951,2438718.183,0.954530286
28.02,123379.3204,60478.9024,0,0,1885236.896,632906.3997,1201931.578,3903933.096,0.952904361
9807,1121587.649,8643737.993,483020.3814,16712050.09,8988507.029,11495507.55,32828661.28,80273071.98,0.664141468
27.01,101725.6518,236990.5948,0,0,1082444.479,383931.2022,615127.956,2420219.883,0.860047325
9806,413549.2777,1995116.917,5598.880056,0,1284628.036,1508051.344,8638635.014,13845579.47,0.825629178
337.01,1466763.603,2876517.61,0,0,1952427.456,1529962.962,2602194.483,10427866.11,0.58349281
337.02,1817766.392,4321049.66,0,0,1886163.711,1369217.115,1977442.452,11371639.33,0.460164373
315.02,298148.3614,1357514.456,33875.22394,0,1366131.733,1122011.564,2043448.249,6221129.587,0.72841941
314.01,293831.2249,1199678.028,0,0,1590881.776,1161583.648,2156826.57,6402801.248,0.766741275
314.02,284597.072,1415548.848,0,0,1227469.469,1213744.215,1932119.518,6073479.122,0.720070509
167.01,290395.9121,453618.2627,0,0,1088859.195,481868.6118,419771.0332,2734513.015,0.727917121
167.02,333928.2043,583673.2478,0,0,1444083.14,595712.8396,864965.9809,3822363.413,0.75993872
279.01,585408.9007,934263.1193,3704.259037,0,1288578.246,779647.0472,884037.166,4475638.738,0.659629302
279.02,3460947.707,1850184.908,947.8104095,0,1249023.158,931660.6399,2067064.525,9559828.747,0.444333098
81.01,244851.0224,330594.8711,3822.235438,0,1022072.555,492079.5693,530097.9645,2623518.218,0.779201789
71.02,339547.0804,612562.4691,0,0,1657063.538,847486.4773,1018540.261,4475199.826,0.78724759
88.02,714640.0505,552968.3897,0,0,1427094.538,567026.5777,979883.9938,4241613.55,0.701149474
87.02,560834.8162,432897.4075,0,0,919806.0112,430176.9517,708426.2935,3052141.48,0.674414758
87.01,574895.0038,375982.7922,0,0,940075.9566,405024.9829,497567.4716,2793546.207,0.659616228
81.02,255493.8936,408568.2741,0,0,1758841.179,693825.2141,785013.9737,3901742.534,0.829803694
86.02,258735.2452,503122.3604,5717.856257,0,1307832.394,672770.4257,1225424.878,3973603.16,0.806831374
375,3979229.035,2625695.782,0,716.8566072,1924302.082,1077005.567,1399277.103,11006226.42,0.399826842
9808,12486484.33,9492403.235,87494.49848,231882.6165,38379.32298,438119.363,584588.0648,23359351.43,0.045424495
180.02,170509.8929,310708.8489,0,0,2006442.651,820048.9656,1426033.75,4733744.109,0.898342891
88.01,276971.5974,125442.9077,0,0,688246.3301,323677.2548,574492.0843,1988830.174,0.797662711
122.01,1030044.96,696141.7508,0,22996.40003,684354.1086,133815.2329,1313133.334,3880485.786,0.549236047
98.01,297532.4846,465502.8855,0,0,774950.9866,477212.5432,1216736.616,3231935.516,0.763907613
71.01,271503.6911,386403.7077,0,0,1010275.915,538913.2012,518815.2214,2725911.736,0.758646845
28.01,64679.06225,88897.21789,0,0,1177716.421,400577.8724,668037.3725,2399907.946,0.936007429
9805,1089492.069,2256849.562,50549.88851,0,17214.55657,551835.6163,506570.6707,4472512.363,0.24049589
8.01,128670.2621,174486.0975,0,146571.6813,402540.4798,156637.6678,227246.5439,1236152.732,0.636187318
11.01,272344.5229,135567.8824,0,0,787272.5219,259165.1592,418516.2842,1872866.371,0.782198874
274.02,568705.2419,839393.0962,0,0,1790810.784,969885.9937,1334856.989,5503652.104,0.744152008
86.01,426064.7743,462433.4994,0,0,889160.1413,372886.4115,566904.6021,2717449.429,0.673039629
365.02,4374769.915,6922821.228,203414.311,19470.10539,2309423.046,1671746.601,2740318.854,18241964.06,0.368462983
367,500996.7856,903266.3196,0,0,2384137.101,2045682.802,2789896.937,8623979.945,0.837167629
376,242994.3938,451639.6585,0,0,2173098.315,1849419.061,3003866.137,7721017.565,0.910033354
386,21761793.99,9534575.799,30706.85771,213995.1945,1619642.023,945215.9285,1985544.831,36091474.62,0.126079714
385,7237192.344,3812429.4,0,23353.32863,1385982.762,900489.875,1290542.853,14649990.56,0.244165037
387,9414536.81,7166332.518,31892.62052,194779.0383,1914766.989,1210702.823,2407630.402,22340641.2,0.247669714
388,7001011.588,3476124.671,0,29776.0439,1978655.21,972541.4625,1567643.424,15025752.4,0.300739689
389,4361274.614,4421294.608,5894.820859,8750.249688,1586519.648,1186744.615,2212688.396,13783166.95,0.361742165
9800,43798364.01,27314721.24,250561.8801,14392536.06,1807767.392,14918980.76,9912381.226,112395312.6,0.237012815
269,2283694.193,1769594.028,0,0,1033213.326,832461.4827,733362.3055,6652325.335,0.390696032
270,2308757.179,1801549.636,0,0,1063951.178,955051.961,783105.3554,6912415.31,0.405373284
271,634446.0917,1056888.591,2886.422629,424747.0378,734030.1719,646110.7585,955323.9066,4454432.98,0.524301263
272,1346477.664,2073950.148,0,36154.76796,1243486.265,751232.7309,1858120.32,7309421.896,0.527105888
273,1554274.099,1933211.3,48114.37568,103315.3338,2193082.318,1229480.067,3166253.654,10227731.15,0.644210915
275,1483601.235,1176339.697,0,0,1784812.984,814315.1125,1296271.707,6555340.735,0.594233002
276,1057734.421,1117901.386,0,0,1584094.134,1425059.945,1926151.712,7110941.598,0.694043921
277,776484.6798,1108571.252,12757.44813,0,1640317.887,1122649.436,1176894.586,5837675.29,0.674902545
278,1043455.278,1519417.071,13305.33853,0,2099669.003,1211069.75,1913805.182,7800721.622,0.669751362
280,1077815.405,1329669.026,6087.782261,0,2014571.025,1463927.171,1838713.202,7730783.611,0.68779721
281,1161162.733,790847.8067,0,0,1450711.814,975162.9382,1040439.881,5418325.172,0.63973913
282,1336432.673,1634110.129,18382.32298,0,2234916.95,1575674.818,2435950.737,9235467.629,0.676364506
318,541996.5844,963897.1916,0,0,1132097.547,973398.2911,1382904.378,4994293.991,0.698477146
319,1574682.016,2422236.48,30402.9185,0,1493396.276,1129869.992,1672651.42,8323239.102,0.516135321
320,548783.2269,1621060.739,113408.3149,0,1662540.442,1021415.686,2365914.746,7333123.155,0.688638492
321,662260.528,1486302.695,12456.50832,0,1600634.825,934953.9812,1251177.727,5947786.264,0.636668227
323,439971.9924,2305529.825,84174.16264,0,1150324.901,885045.9643,1590081.936,6455128.781,0.561639113
325,1203844.195,2596042.714,7469.505875,0,2150313.873,1386606.637,1688352.279,9032629.203,0.578488574
326,816254.7246,1928957.151,441.9116044,0,2452775.371,1320113.938,2196306.673,8714849.769,0.684945368
9891,3056958.517,15318991.74,5682.863257,14688257.91,2771808.555,1818865.172,6552698.264,44213263.02,0.25203686
329,2097138.509,2393516.225,51746.64912,158659.2634,1777906.365,1303536.254,2398348.258,10180851.52,0.538244848
330,492001.5849,1285495.862,18706.25819,0,2223600.213,1282194.523,2572433.436,7874431.877,0.771894184
332,1351646.63,3305380.825,527689.4463,0,1360781.803,775094.9578,1806561.633,9127155.295,0.431946019
9803,12274500.73,35258893.16,583993.1838,199519.0902,10179147.87,4431500.567,19075683.29,82003237.89,0.410792703
355,4100805.716,7185673.65,67869.42408,2329.534023,4574760.911,2761396.638,5965409.739,24658245.61,0.539436888
358,4433722.123,6506438.517,2734.453027,10917.81611,2842783.358,2369950.939,2759649.987,18926197.19,0.421235402
359,8038836.991,6761378.521,75357.92615,20239.9514,3240805.742,2278053.321,3776597.567,24191270.02,0.384248393
360,2355117.906,4648985.063,614968.9878,3919.216039,5057674.313,1691280.693,7622781.215,21994727.39,0.653417338
361,3349287.042,4205724.729,54072.18394,10853.82891,1601938.564,1889425.058,2140537.828,13251839.23,0.424990173
362.03,4296588.553,5456203.596,31168.76531,47019.59467,2154886.958,1960034.934,2594446.033,16540348.43,0.405636432
353.02,4071588.56,6153839.048,63242.34963,96912.61457,1935142.913,1579454.062,2419940.939,16320120.49,0.363633217
362.01,2428190.289,3839810.923,63925.21304,65074.98305,1763526.242,1190579.848,1919143.114,11270250.61,0.432399365
363.02,781451.6862,1823068.332,0,0,1027597.45,822274.5204,1035494.87,5489886.858,0.525578562
369,2883883.137,3910449.793,390910.8061,1800775.791,4797156.425,3334107.079,4863932.068,21981215.1,0.591195505
373,5219028.038,11857317.18,113402.3161,1522354.483,1875673.809,4360489.771,4494654.934,29442920.53,0.364461756
372,570307.9213,3163392.227,60590.88001,0,1845212.902,1917938.355,3512594.376,11070036.66,0.657246751
383,2264824.967,7470536.669,44589.08085,0,7604309.91,3466012.693,12133644.91,32983918.23,0.703493362
390,1559735.006,4448935.079,441107.7652,0.99980001,5866661.492,1777189.509,7784891.788,21878521.64,0.705200426
378,3131134.679,9414176.882,392949.3983,19244487.53,4697785.302,4610810.7,18854372.56,60345717.05,0.466693743
377,934850.002,1348274.305,0,0,2055169.904,1212412.481,2380826.763,7931533.455,0.712145915
